age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,capital-gain,capital-loss,hours-per-week,native-country,sex,income
20,4,298227,15,10,4,10,1,4,0,0,35,39,0,0
44,4,290521,11,9,6,6,4,2,0,0,40,39,0,1
51,4,56915,11,9,2,3,0,0,0,0,40,39,0,0
20,4,146538,9,9,2,7,0,4,0,0,40,39,0,0
17,0,288341,1,13,4,0,3,4,0,0,5,39,0,1
19,4,24215,11,9,4,7,3,2,0,0,40,39,0,1
45,5,197332,15,10,2,3,0,4,0,0,55,39,1,0
60,4,245062,11,9,2,3,0,4,0,0,40,39,1,0
42,4,197583,7,12,2,4,0,2,0,1340,40,0,1,0
44,6,234885,11,9,2,12,0,4,0,0,40,39,1,1
62,4,72887,8,11,2,7,0,1,0,0,40,39,1,0
30,4,180374,11,9,2,6,5,4,0,0,40,39,0,1
38,4,128831,15,10,2,14,0,2,0,0,50,39,0,0
23,4,54012,11,9,2,14,0,4,0,0,60,39,0,0
32,0,107793,15,10,2,0,0,4,0,0,40,39,0,0
44,4,116632,7,12,4,5,3,4,0,0,40,39,0,0
54,2,288825,11,9,2,14,0,2,0,0,35,39,0,0
32,4,132601,9,13,2,10,0,4,0,0,50,39,0,0
50,4,193374,3,2,3,3,4,4,0,0,40,39,0,0
24,4,170070,9,13,4,13,1,4,0,0,20,39,0,1
37,4,126708,1,9,2,1,5,4,0,0,60,2,0,1
31,4,35598,8,9,0,14,4,4,0,0,40,39,0,0
38,4,33983,15,10,2,14,0,4,0,0,40,39,0,0
49,4,192776,12,14,2,4,0,4,0,1977,45,39,1,0
30,4,118551,9,13,2,13,1,4,2174,0,16,39,1,1
60,4,201965,15,10,4,10,0,4,0,0,40,39,1,0
22,0,139883,15,10,0,0,3,4,0,0,40,39,0,0
35,4,285020,11,9,4,3,0,4,0,0,40,39,0,0
30,4,303990,11,9,4,14,1,4,0,0,60,39,0,0
67,4,49401,8,11,0,1,0,4,0,0,24,39,0,1
46,4,279196,9,13,4,4,1,4,0,0,40,39,0,1
17,4,211870,6,5,4,8,1,4,0,0,6,39,0,0
22,4,281432,15,10,4,6,3,4,0,0,30,39,0,0
46,4,161155,0,6,4,8,1,4,0,0,40,39,0,0
23,4,197904,11,9,4,8,4,4,0,0,35,39,0,1
33,4,111746,7,13,2,3,0,4,0,0,45,32,0,0
43,6,170721,15,10,2,10,0,4,0,0,20,39,0,0
28,7,70100,9,13,4,10,1,4,0,0,20,39,0,0
41,4,193626,11,9,3,3,4,4,0,0,40,39,0,1
52,0,271749,2,8,4,0,2,2,594,0,40,39,0,0
25,4,189775,15,10,3,1,3,2,0,0,20,39,0,1
63,0,401531,3,2,4,0,0,4,0,0,35,39,0,0
59,2,286967,11,9,2,14,0,4,0,0,45,39,0,0
45,2,164427,9,13,0,10,4,4,0,0,40,39,0,1
38,4,91039,9,13,2,12,0,4,15024,0,60,39,1,0
40,4,347934,11,9,4,8,1,4,0,0,35,39,0,1
46,4,371373,11,9,0,1,1,4,0,0,40,39,0,0
35,4,178107,7,12,4,4,1,4,0,0,60,39,0,1
34,4,187251,11,9,2,10,4,4,0,0,25,39,0,1
33,4,178107,9,13,4,3,3,4,0,0,20,39,0,0
41,4,343121,11,9,0,1,4,4,0,0,36,39,0,1
20,4,262749,15,10,4,7,3,4,0,0,40,39,0,0
23,4,403107,7,3,4,8,3,4,0,0,40,8,0,0
26,4,64293,15,10,0,3,1,4,0,0,40,39,0,1
72,0,303588,11,9,2,0,0,4,0,0,20,39,0,0
23,2,324960,11,9,4,5,1,1,0,0,40,31,0,0
62,2,114060,11,9,2,14,0,4,0,0,40,39,0,0
52,4,48925,8,10,2,1,0,4,0,0,46,39,0,0
58,4,180980,12,10,0,8,4,4,0,0,42,10,0,1
25,4,181054,9,13,4,12,1,4,0,0,40,39,0,1
24,4,388093,9,13,4,4,1,2,0,0,40,39,0,0
19,4,113176,15,10,4,11,3,4,0,0,8,39,0,0
43,4,112131,15,10,2,4,0,4,0,0,40,39,0,0
47,2,543162,11,9,5,8,4,2,0,0,40,39,0,1
39,4,91996,11,9,0,1,4,4,0,0,40,39,0,1
49,4,141944,8,11,3,6,4,4,0,0,42,39,0,0
53,0,251804,11,11,6,0,4,2,0,0,30,39,0,1
32,4,37070,8,11,4,3,1,4,0,0,45,39,0,0
34,4,337587,15,10,2,10,0,4,0,0,50,39,1,0
28,4,189346,11,9,0,3,1,4,0,0,45,39,0,0
57,0,222216,8,11,6,0,4,4,0,0,38,39,0,1
25,4,267044,15,10,4,1,1,0,0,0,20,39,0,1
20,0,214635,15,10,4,0,3,4,0,0,24,39,0,0
18,0,204226,15,10,4,0,4,4,0,0,35,39,0,1
34,4,108116,9,13,2,10,0,4,0,0,50,39,1,0
38,5,99146,9,13,2,4,0,4,15024,0,80,39,1,0
50,4,196232,11,9,2,4,0,4,7688,0,50,39,1,0
24,2,205469,15,10,0,6,1,2,0,0,50,39,0,0
60,2,186035,15,10,2,13,0,4,0,0,45,39,1,0
44,4,177905,15,10,0,7,1,4,0,0,58,39,1,0
28,4,85812,15,10,2,12,5,4,0,0,40,39,0,1
42,0,221172,9,13,2,4,0,4,0,0,40,39,1,0
74,4,99183,15,10,0,1,1,4,0,0,9,39,0,1
38,6,189623,11,9,2,3,0,4,0,0,50,39,0,0
44,6,202692,12,14,2,10,0,4,0,0,40,39,0,0
44,4,109339,1,7,2,7,4,3,0,0,46,33,0,1
26,4,108658,11,9,4,7,1,4,7688,0,40,39,0,0
36,4,197202,11,9,6,8,0,2,0,0,40,26,0,0
41,4,101739,7,12,2,4,5,4,0,0,50,39,1,1
67,4,231559,14,13,2,10,0,4,20051,0,48,39,1,0
39,2,207853,2,8,2,4,0,4,0,0,50,39,0,0
57,4,190942,3,2,6,9,1,2,0,0,35,39,0,1
29,4,102345,8,11,2,3,1,4,0,0,40,39,0,0
31,5,41493,9,13,4,5,1,4,0,0,45,39,0,1
34,0,190027,11,9,4,0,4,2,0,0,40,39,0,1
52,4,210525,15,3,2,14,0,4,0,0,40,39,0,0
29,4,133937,10,16,4,10,3,4,0,0,40,39,0,0
30,4,237903,15,10,4,6,4,4,0,0,40,39,0,1
27,4,163862,11,9,4,14,1,4,0,0,40,39,0,0
61,4,201872,15,10,2,12,0,4,0,0,50,39,0,0
32,4,84179,11,9,4,6,1,4,0,0,45,39,0,1
58,4,51662,0,6,2,8,5,4,0,0,8,39,0,1
35,2,233327,15,10,2,11,0,4,0,0,40,39,0,0
21,4,266324,11,9,4,6,3,4,0,0,36,39,0,0
28,4,314177,15,10,4,3,4,4,0,0,40,39,0,0
46,6,245724,15,10,0,4,1,4,0,0,50,39,0,0
36,6,27053,11,9,5,12,4,4,0,0,40,39,0,1
72,4,205343,1,7,6,1,4,4,0,0,40,39,0,1
35,4,229328,11,9,2,7,5,2,0,0,40,39,0,1
33,1,319560,8,11,0,3,4,2,0,0,40,39,1,1
69,4,136218,1,7,4,7,1,4,0,0,40,39,0,1
35,4,54576,11,9,2,7,0,4,0,0,40,39,0,0
31,4,323069,11,9,5,1,4,4,0,0,20,0,0,1
34,4,148291,11,9,2,3,5,4,0,0,32,39,0,1
30,4,152453,1,7,2,8,0,4,0,0,60,26,0,0
28,4,114053,11,13,4,14,1,4,0,0,55,39,0,0
54,4,212960,9,13,2,12,0,4,0,0,35,39,1,0
47,4,264052,15,10,2,10,0,4,0,0,50,39,1,0
24,4,82804,11,9,4,6,4,2,0,0,40,39,0,1
52,6,334273,9,13,2,10,0,4,0,0,60,39,1,0
20,4,27337,11,9,4,4,3,0,0,0,48,39,0,0
43,5,188436,12,4,2,4,0,4,5013,0,40,39,0,0
45,4,433665,5,4,5,8,4,4,0,0,40,26,0,1
29,6,180138,11,9,4,3,5,4,0,0,35,39,0,0
47,4,87490,12,14,0,4,4,4,0,0,42,39,0,0
41,4,354351,11,9,4,3,3,4,0,0,35,39,0,0
51,4,95469,11,9,2,10,0,4,0,0,40,39,0,0
17,4,217961,1,7,4,12,3,4,0,0,12,39,0,0
24,4,22463,12,11,2,3,0,4,0,1977,40,39,1,0
27,4,158156,10,16,4,10,1,4,0,0,70,39,0,1
29,4,350162,9,13,4,4,0,4,0,0,40,39,1,0
18,5,165532,2,8,4,0,3,4,0,0,25,39,0,0
36,6,28738,7,12,0,12,4,4,0,0,35,39,0,1
58,2,283635,9,13,4,10,1,2,0,0,40,39,0,1
26,6,86646,15,10,2,4,0,4,0,0,45,39,0,0
65,0,195733,15,10,2,0,0,4,0,0,30,39,1,0
57,4,69884,11,9,2,12,0,4,0,0,40,39,1,0
59,4,199713,15,9,2,3,0,4,0,0,40,39,0,0
27,4,181659,11,9,2,7,0,4,0,0,40,39,0,0
31,6,340939,9,13,4,13,1,4,0,0,40,39,0,0
21,4,197747,15,10,4,8,3,4,0,0,24,39,0,1
29,4,34292,15,10,4,1,1,4,0,0,60,39,0,0
51,4,156764,15,7,4,4,3,4,0,0,40,39,0,0
52,4,25826,0,13,2,3,0,4,0,1887,47,39,1,0
57,5,103948,9,13,0,10,1,4,0,0,80,39,0,0
42,0,137390,11,9,2,0,0,4,0,0,40,39,0,0
55,0,105138,11,9,2,0,5,1,0,0,40,39,0,1
60,4,39352,5,4,4,14,1,4,0,0,48,39,1,0
31,4,168387,9,13,2,10,0,4,7688,0,45,2,1,0
23,4,117789,9,13,4,1,3,4,0,0,40,39,0,1
27,4,267147,11,9,4,12,3,4,0,0,40,39,0,0
23,0,99399,15,10,4,0,4,0,0,0,25,39,0,1
42,6,214242,14,15,2,10,0,4,0,1902,50,39,1,0
25,4,200408,15,10,4,13,1,4,2174,0,40,39,0,0
49,4,136455,9,13,4,10,1,4,0,0,45,39,0,1
32,4,102864,9,13,4,13,1,4,0,0,40,39,0,0
30,4,217039,15,10,4,1,3,4,0,0,28,39,0,0
60,4,51290,5,4,0,8,1,4,0,0,40,39,0,1
42,2,175674,6,5,2,8,0,4,0,0,40,39,0,0
35,6,194404,7,12,4,5,1,4,0,0,40,39,0,0
48,4,293579,11,9,5,1,4,2,0,0,37,39,0,1
51,4,410114,12,14,2,3,0,4,0,0,40,39,1,0
29,4,182521,11,9,4,3,1,0,15024,0,40,39,0,0
36,2,339772,11,9,5,4,1,1,0,0,40,39,0,0
17,4,169658,0,6,4,8,3,4,0,0,21,39,0,1
52,4,200853,12,9,0,10,1,4,6849,0,60,39,0,1
24,4,247564,11,9,4,3,1,4,0,0,40,39,0,0
24,4,249909,11,9,2,6,0,4,0,0,50,39,0,0
26,2,208122,9,13,4,10,3,4,1055,0,40,39,0,0
27,4,109881,9,13,4,8,3,4,0,0,20,39,0,1
39,4,207824,11,9,4,6,3,4,0,0,60,39,0,0
30,4,369027,11,10,2,14,0,2,0,0,45,39,0,0
50,6,114117,11,9,2,4,0,4,0,0,32,39,0,0
52,4,51048,9,13,2,12,1,4,0,0,55,39,0,0
27,4,102388,14,15,2,10,0,4,15024,0,45,39,1,0
23,4,190483,15,13,4,12,3,4,0,0,20,39,0,1
45,4,462440,15,7,6,4,1,2,0,0,20,39,0,1
65,4,109351,6,5,6,9,4,2,0,0,24,39,0,1
29,4,34383,8,11,2,14,0,4,0,0,55,39,0,0
47,4,241832,11,5,3,10,4,4,0,0,40,8,0,0
30,4,124187,11,9,4,5,3,2,0,0,60,39,0,0
34,4,153614,15,9,2,12,0,4,0,0,45,39,1,0
38,6,178107,11,9,2,12,0,4,0,0,64,39,0,0
33,4,205469,15,10,2,4,0,2,0,0,40,39,1,0
49,4,268090,9,13,2,12,0,4,0,0,26,39,1,0
47,6,165039,15,10,4,8,4,2,0,0,40,39,0,1
49,4,120451,15,6,5,8,4,4,0,0,40,39,0,1
43,4,154374,15,10,2,3,1,4,15024,0,60,39,1,0
30,4,103649,9,13,2,1,5,2,0,0,40,39,1,1
58,6,35723,0,9,2,3,0,4,0,0,60,39,0,0
19,4,262601,11,9,4,8,3,4,0,0,14,39,0,1
21,4,226181,9,13,4,6,1,4,0,0,40,39,0,0
33,4,175697,11,13,2,4,0,4,15024,0,60,39,1,0
47,5,248145,4,3,2,14,0,4,0,0,50,5,0,0
52,6,138022,10,16,2,10,0,4,0,0,99,39,1,0
26,4,75654,11,9,0,3,1,4,0,0,55,39,0,0
60,6,199378,11,9,2,3,0,4,0,0,40,39,0,0
21,4,177937,15,10,4,6,3,4,0,0,40,39,0,0
36,4,168387,15,10,2,12,0,4,5178,0,50,39,1,0
31,4,55849,15,10,2,3,0,4,0,0,45,39,0,0
50,5,195322,10,13,5,10,1,4,0,0,40,39,1,0
31,2,402089,11,9,0,1,4,4,0,0,40,39,0,1
71,4,78277,11,9,2,3,4,4,0,0,15,39,0,0
58,0,158611,11,9,2,0,0,4,0,0,50,39,0,0
30,7,169496,9,13,2,13,0,4,0,0,40,39,1,0
20,4,130959,11,10,4,8,3,4,0,0,20,39,0,0
24,4,556660,11,9,4,4,2,4,4101,0,50,39,0,0
45,4,292472,10,16,2,10,0,1,0,0,40,36,1,0
38,7,143774,15,10,5,4,1,4,0,0,45,39,0,1
27,4,288341,11,15,4,7,3,4,0,0,32,39,0,1
49,7,71592,15,10,4,1,4,1,0,0,40,30,0,1
70,0,167358,6,5,6,0,4,4,1111,0,15,39,0,1
34,4,106742,11,9,2,3,0,4,0,0,45,39,0,0
44,4,219288,5,4,2,3,0,4,0,0,35,39,0,0
43,4,174524,11,9,2,12,0,4,0,0,40,39,1,0
44,6,335183,11,8,2,6,0,2,0,0,40,39,1,0
35,4,261293,12,14,4,12,1,4,0,0,60,39,0,0
27,4,111900,15,10,4,10,1,4,0,0,40,39,0,0
43,2,192262,12,14,4,10,1,4,0,0,38,39,0,0
20,4,81145,15,10,4,1,1,4,0,0,25,39,0,1
42,4,341204,11,12,0,10,4,4,8614,0,40,39,1,1
27,7,249362,15,10,4,14,0,4,3411,0,40,39,0,0
42,4,247019,11,9,2,3,0,2,0,0,40,39,1,0
20,0,114746,1,7,3,0,3,1,0,1762,40,35,0,1
24,4,172146,6,5,4,7,1,4,0,1721,40,39,0,0
48,1,110457,15,10,0,4,1,4,0,0,40,39,0,0
17,0,80077,1,7,4,0,0,4,0,0,20,39,0,1
17,6,19302,11,7,4,5,3,4,0,0,10,39,0,0
33,4,182556,9,13,2,4,0,4,5178,0,40,39,1,0
33,5,154411,11,9,2,12,0,4,0,0,50,39,1,0
22,4,240817,11,9,4,12,3,4,2597,0,40,39,0,1
17,4,102726,2,8,4,8,3,4,0,0,16,39,0,0
32,4,226267,15,10,2,1,0,4,0,0,40,26,0,0
31,4,125457,11,9,4,3,1,4,0,0,45,39,0,0
58,6,204021,11,15,6,4,1,4,0,0,50,39,0,0
29,2,92262,11,9,4,11,3,4,0,0,35,39,0,0
77,4,161141,8,11,2,3,0,4,0,0,40,32,1,0
34,6,190290,11,9,2,3,0,4,0,0,40,39,1,0
23,2,430828,15,10,5,4,4,2,0,0,40,39,0,0
18,7,59342,1,7,4,1,3,4,0,0,5,39,0,1
34,4,136721,11,9,0,4,1,4,0,0,40,39,0,1
66,0,149422,15,4,4,0,1,4,0,0,40,39,0,0
45,2,86644,9,13,2,10,5,4,0,0,55,39,0,1
41,4,110355,1,14,4,4,1,4,0,0,35,6,0,0
26,4,167350,11,9,2,8,2,4,0,0,30,39,0,0
54,2,113000,15,10,2,5,0,4,0,0,40,39,0,0
24,4,140027,15,10,4,7,3,2,0,0,45,39,0,1
42,4,262425,15,10,2,10,0,4,0,0,50,39,0,0
20,4,316702,15,10,4,10,3,4,0,0,20,39,0,0
23,4,335453,9,10,4,13,1,4,0,0,20,39,0,1
25,0,202480,7,12,4,0,2,4,0,0,45,39,0,0
35,4,203628,12,14,4,10,1,4,0,0,60,39,1,0
31,5,118710,12,14,2,13,0,4,0,1902,40,39,1,0
30,4,189620,9,13,4,10,3,4,0,0,40,31,0,1
19,4,475028,11,9,4,12,3,4,0,0,20,39,0,1
36,2,110866,15,13,4,10,1,4,0,0,50,39,0,0
31,4,243605,9,13,6,12,4,4,0,1380,40,5,0,1
21,4,163870,15,10,2,6,3,4,0,0,30,39,0,0
31,6,80145,15,10,2,3,4,4,0,0,40,39,0,0
46,4,295566,10,11,0,8,4,4,25236,0,65,39,1,1
47,4,63042,9,13,0,4,3,4,0,0,50,39,1,1
40,4,229148,2,8,2,8,0,4,0,0,40,23,0,0
45,4,242552,15,10,4,12,1,2,0,0,40,39,0,0
51,4,177665,11,9,2,3,0,4,0,0,35,39,0,0
18,4,208103,1,11,4,8,2,2,0,0,25,39,0,0
28,4,296450,9,13,2,10,0,4,0,0,40,39,0,0
36,4,70282,15,10,0,1,4,2,0,0,40,39,0,1
36,4,271767,9,13,5,10,1,4,0,0,40,0,0,0
40,4,144995,8,11,2,13,0,4,4386,0,40,39,0,0
41,2,119098,9,13,0,1,4,4,0,0,35,16,0,1
31,4,295697,11,9,5,8,4,2,0,0,40,39,0,1
33,4,194141,11,9,2,7,0,4,0,0,40,39,0,0
19,7,378418,11,9,4,12,3,4,0,0,40,39,0,1
22,4,214399,15,10,4,12,3,4,0,0,15,39,0,1
34,4,217460,9,13,2,4,0,4,0,0,45,39,1,0
33,4,182556,11,9,4,8,1,4,0,0,40,39,0,0
41,4,125831,11,9,2,3,0,4,0,2051,60,39,0,0
29,4,271328,9,6,4,0,1,4,4650,0,40,39,0,0
50,2,50459,11,10,2,4,0,4,0,0,42,39,1,0
42,4,69621,9,13,2,4,0,4,7298,0,45,39,1,0
43,4,177937,9,13,4,10,1,4,0,0,40,0,1,0
44,4,111502,11,9,2,12,5,4,0,0,40,39,0,1
20,4,299047,15,10,4,8,1,4,0,0,20,39,0,1
31,4,223212,11,13,2,8,0,4,0,0,40,26,0,0
65,6,118474,1,7,2,4,0,4,9386,0,59,0,1,0
23,4,163921,15,10,4,8,1,4,0,0,24,39,0,1
55,4,173093,15,10,0,1,1,1,0,0,40,39,0,1
22,4,181655,8,11,2,1,0,4,0,0,45,39,0,0
25,4,332702,11,11,4,8,3,4,0,0,15,39,0,1
28,0,51164,15,10,2,0,5,2,0,0,40,39,0,1
35,4,234901,15,10,2,8,0,4,2407,0,40,39,0,0
36,4,131414,15,10,4,12,1,2,0,0,36,39,0,1
43,7,29904,9,9,2,10,4,4,0,0,50,39,0,0
56,4,156052,11,9,6,8,0,2,594,0,20,39,0,1
42,4,279914,9,13,2,13,0,4,0,0,40,39,1,0
19,4,192453,15,10,4,8,2,4,0,0,25,39,0,1
55,6,200939,11,9,2,14,0,4,0,0,72,39,0,0
42,4,151408,12,14,4,4,1,4,0,0,40,39,1,1
29,4,112847,8,11,4,13,3,4,0,0,40,39,0,0
17,4,316929,2,8,4,6,3,4,0,0,20,39,0,0
42,2,27382,11,13,2,10,5,4,0,0,40,0,1,1
55,4,197422,11,9,2,14,0,4,7688,0,40,39,1,0
54,4,267736,15,10,4,1,3,2,0,0,40,39,0,1
29,4,267034,1,7,4,10,3,2,0,0,40,14,0,0
29,7,193047,9,13,2,10,0,4,0,0,37,39,0,0
29,7,356089,9,9,2,4,0,4,7688,0,40,39,1,0
22,4,223515,9,13,4,10,4,4,0,0,20,39,0,0
58,4,87510,0,6,2,3,0,4,0,0,40,39,0,0
58,4,145111,11,9,4,14,4,4,0,0,50,39,0,0
39,4,48093,11,9,4,6,1,4,0,0,40,39,0,0
27,4,31757,8,11,2,3,3,4,0,0,38,39,0,0
54,4,285854,11,9,2,8,0,4,0,0,40,39,1,0
33,2,120064,12,13,4,10,1,4,0,0,45,39,0,1
46,1,167381,11,9,4,1,5,4,0,0,45,39,1,1
37,4,103408,11,9,4,5,1,2,0,0,40,39,0,0
36,4,101460,11,9,4,8,1,4,0,0,18,39,0,1
59,2,420537,11,9,2,10,5,4,0,0,38,39,1,1
34,2,119411,11,9,0,11,4,4,0,0,40,32,0,0
71,5,128272,10,16,2,4,0,4,0,0,70,39,1,0
51,4,386773,9,13,4,12,1,4,0,0,55,39,1,0
32,4,283268,0,6,5,8,4,4,0,0,42,39,0,1
31,7,301526,15,10,3,8,2,4,0,0,37,39,0,0
22,4,203628,15,10,2,12,5,4,0,0,30,11,0,1
47,6,106252,9,13,0,12,1,1,0,0,50,39,0,1
32,4,188557,11,9,4,7,1,4,0,0,40,39,0,0
26,4,171114,15,10,4,5,1,4,0,0,38,39,0,1
37,4,327323,4,13,5,5,0,4,0,0,32,13,0,0
31,4,244147,11,9,0,3,4,4,0,0,55,39,0,0
37,4,280282,11,11,2,6,5,4,0,0,24,39,1,1
55,4,116442,11,9,4,12,1,4,0,0,38,39,0,0
23,2,282579,8,11,0,13,1,4,0,0,56,39,0,0
36,4,51838,9,10,0,1,4,4,0,0,40,39,0,1
34,4,73585,12,14,2,10,0,4,0,0,40,0,0,0
43,4,226902,9,13,2,4,0,4,0,0,50,39,1,0
54,4,31577,15,12,4,13,1,4,0,0,40,39,0,0
43,7,146908,15,10,2,3,0,4,0,0,40,0,0,0
28,4,196690,8,11,4,7,1,4,0,1669,48,39,0,1
40,4,130760,11,11,2,4,0,4,0,0,50,39,1,0
41,6,49572,15,10,2,4,0,4,0,0,60,39,0,0
40,4,237601,9,13,4,10,1,3,0,0,55,39,1,1
42,4,65535,15,10,0,1,1,2,0,0,38,39,0,1
61,7,36671,11,9,2,5,0,4,0,2352,50,39,0,0
18,4,231193,2,8,4,7,3,4,0,0,30,39,0,0
59,6,192130,11,9,2,0,1,4,0,0,16,39,0,0
21,0,149704,11,9,4,0,1,4,1055,0,40,39,0,1
48,4,102102,8,11,2,13,0,4,0,0,50,39,1,0
53,5,32185,9,13,2,13,0,4,0,0,40,39,0,0
18,0,196061,15,10,4,0,3,4,0,0,33,39,0,0
23,4,211046,11,9,4,12,1,4,2463,0,40,39,0,1
60,4,31577,11,9,2,14,0,4,0,0,60,39,1,0
22,4,162343,15,10,0,8,2,2,0,0,40,39,0,0
61,4,128831,11,9,2,7,0,4,2202,0,40,39,0,0
30,4,316688,11,9,4,10,1,2,0,0,7,39,0,0
46,4,90758,12,14,4,13,1,4,0,0,35,39,1,0
43,4,274363,9,13,2,4,0,4,0,1902,40,39,1,0
43,4,154538,7,12,0,3,1,4,0,0,40,39,0,0
24,4,106085,11,9,4,8,3,2,0,1721,30,39,0,0
68,6,315859,1,7,4,5,4,4,0,0,20,39,0,0
31,4,51471,11,9,0,1,4,4,0,0,38,39,0,1
17,4,193830,1,7,2,12,1,4,0,0,20,39,0,1
32,4,231043,11,9,2,3,0,4,5178,0,48,39,1,0
50,0,23780,12,14,3,0,2,4,0,0,40,39,0,0
33,7,169879,9,13,2,10,0,4,3103,0,47,39,1,0
64,4,270333,9,13,2,10,0,4,0,0,40,39,1,0
20,4,138768,11,9,4,14,3,4,0,0,15,39,0,0
38,4,191571,11,9,5,8,3,4,0,0,36,39,0,1
22,0,219941,15,10,4,0,3,2,0,0,40,39,0,0
43,4,94113,15,10,0,4,1,4,0,0,45,39,0,0
22,4,137510,11,10,4,1,3,4,0,0,40,39,0,0
17,4,32607,0,6,4,5,3,4,0,0,20,39,0,0
49,6,93208,11,9,2,8,5,4,0,0,75,22,0,1
41,4,254440,8,11,4,10,1,4,0,0,60,26,0,1
56,4,186556,15,10,2,3,0,4,0,0,50,39,1,0
64,4,169871,11,9,2,14,0,4,0,0,45,39,0,0
47,4,191277,11,9,2,10,0,4,0,0,50,39,1,0
48,4,167159,8,11,4,1,4,4,0,0,40,39,0,0
31,4,171871,12,14,4,10,1,4,0,0,46,39,0,1
29,4,154411,8,11,4,13,3,4,0,0,40,39,0,0
30,4,129227,11,9,6,1,1,4,0,0,40,39,0,1
32,4,110331,11,9,2,4,3,4,0,1672,60,39,0,0
57,4,34269,11,9,6,14,4,4,0,653,42,39,1,0
62,4,174355,11,9,6,8,1,4,0,0,40,39,0,1
39,4,680390,11,9,5,7,4,4,0,0,24,39,0,1
43,4,233130,15,10,4,1,1,4,0,0,25,39,0,0
24,5,165474,9,10,4,12,3,4,0,0,60,39,0,0
42,0,257780,1,7,2,0,0,4,0,0,15,39,0,0
22,4,166459,15,10,2,1,5,4,4386,0,40,39,1,1
26,4,280093,15,10,4,6,3,4,0,0,40,39,0,0
73,6,177387,11,9,2,4,0,4,0,0,40,39,0,0
72,0,28929,1,7,6,0,1,4,0,0,24,39,0,1
55,4,105304,11,9,2,7,0,1,0,0,40,39,0,0
25,4,499233,11,9,0,1,1,4,0,0,40,39,0,0
41,4,180572,9,13,4,10,1,4,0,0,50,39,1,1
24,4,321435,2,13,4,4,1,4,0,0,50,39,0,0
63,4,166107,11,9,6,5,1,4,0,0,6,39,0,0
17,4,198124,1,7,4,12,3,4,0,0,20,39,0,0
35,4,135162,15,10,2,3,0,4,0,0,35,39,0,0
51,4,146813,15,10,2,10,0,4,0,0,40,39,1,0
62,2,291175,9,13,6,10,1,4,0,0,48,39,0,1
55,4,387569,11,9,2,3,0,4,4386,0,40,39,1,0
43,4,102895,15,13,0,10,4,4,0,0,40,39,0,0
40,2,33274,11,9,0,8,1,4,0,0,50,39,0,1
37,4,86551,9,13,2,4,0,4,0,0,45,39,1,0
39,4,138192,9,13,2,3,0,4,0,0,40,39,0,0
31,4,118966,9,9,4,3,3,4,0,0,18,39,0,0
61,4,99784,12,9,6,12,1,4,0,0,40,39,1,1
26,4,90980,8,11,0,1,1,4,0,0,55,39,0,1
46,6,177407,11,9,2,12,0,4,0,0,45,39,0,0
43,4,96467,9,13,4,10,1,4,0,0,40,39,0,1
48,7,327886,10,16,0,10,3,4,0,0,50,39,1,0
34,4,111567,11,9,4,14,3,4,0,0,40,39,0,0
34,2,202952,11,9,4,1,3,4,0,0,40,39,0,1
59,4,142182,11,9,2,8,0,4,0,0,40,39,1,0
34,4,188798,9,13,4,10,3,4,0,0,40,39,0,1
49,4,38563,9,13,4,4,1,2,0,0,56,39,1,1
18,4,216284,1,7,4,1,3,4,0,0,20,39,0,1
43,4,191547,11,9,2,5,0,4,0,0,40,26,0,0
48,4,285335,1,7,2,4,0,4,0,0,50,39,0,0
28,5,142712,15,10,2,4,0,4,0,0,70,39,0,0
60,4,80945,11,5,2,7,0,4,0,0,40,39,0,0
24,4,149640,15,10,4,12,1,4,0,0,15,39,0,1
21,4,62339,0,6,4,6,1,4,0,0,45,39,0,0
17,4,368700,1,7,4,12,3,4,0,0,28,39,0,0
39,4,176186,15,10,2,5,0,4,0,0,50,39,1,0
29,5,266855,9,13,5,10,3,4,0,0,40,39,0,0
44,4,48087,9,13,2,4,0,4,0,0,40,39,1,0
24,4,121313,15,10,4,8,3,4,0,0,50,39,0,0
71,6,143437,12,14,2,12,0,4,10605,0,40,39,1,0
51,6,160724,9,13,2,12,0,4,0,2415,40,39,1,0
55,4,282753,4,3,0,8,4,2,0,0,25,39,0,0
41,4,194636,9,13,2,4,0,4,0,0,60,39,1,0
23,4,153044,11,9,4,6,4,2,0,0,7,39,0,1
38,4,411797,8,11,0,1,4,4,0,0,40,39,0,1
39,4,117683,11,15,2,14,0,4,0,0,45,39,1,0
19,4,376540,11,9,4,1,1,4,0,0,30,39,0,1
49,4,72393,6,5,0,7,1,4,0,0,40,39,0,1
32,4,270335,9,9,2,1,2,4,0,0,40,39,1,0
27,4,96226,11,9,2,3,5,4,0,0,70,39,0,0
38,4,95336,9,13,2,12,0,4,0,0,50,39,1,0
33,4,258498,15,10,2,3,5,4,0,0,60,39,0,1
63,0,149698,15,10,2,0,0,4,0,0,15,39,0,0
23,4,205865,9,13,4,4,3,4,0,0,28,39,0,0
33,5,155781,15,10,2,3,0,4,0,0,60,0,0,0
54,6,406468,11,9,2,12,0,2,0,0,40,39,0,0
29,4,177119,8,11,0,13,1,4,2174,0,45,39,0,1
48,0,144397,15,10,0,0,4,2,0,0,30,39,0,1
35,6,372525,9,13,4,4,1,4,0,0,40,39,0,0
