age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,capital-gain,capital-loss,hours-per-week,native-country,sex,income
71,4,179574,14,15,2,6,0,4,0,0,12,39,0,1
27,4,191782,15,9,4,8,2,4,0,0,30,39,1,0
56,4,220517,0,10,2,3,0,4,0,0,60,39,0,0
58,6,115945,15,10,2,10,4,4,0,0,40,39,0,0
45,4,286967,9,9,2,4,0,4,0,0,40,39,0,0
54,4,137898,11,9,2,7,5,4,0,0,40,39,1,0
28,2,216965,15,10,2,7,1,4,3103,0,40,39,0,0
18,6,228320,15,7,4,7,0,4,0,0,55,39,1,0
62,4,57970,5,4,0,6,1,4,0,0,40,39,0,0
35,4,208378,2,8,5,7,4,4,0,0,40,39,1,0
67,4,61343,0,6,2,7,0,4,0,0,32,39,0,0
63,4,392167,15,10,4,1,1,2,99999,0,40,39,0,0
58,4,73257,6,5,5,5,1,2,0,0,40,39,0,0
48,4,401333,11,9,0,12,1,4,0,0,40,39,0,0
29,4,278228,9,13,2,4,0,4,0,0,50,39,0,1
31,4,145377,15,13,2,8,0,4,0,0,60,39,0,0
45,4,120238,15,9,2,12,0,4,0,0,25,39,0,0
58,4,187215,9,7,4,10,5,4,15024,0,36,39,1,1
29,4,144063,5,4,0,5,0,4,0,0,72,39,0,0
38,4,238721,7,14,0,4,4,2,0,0,40,39,1,0
21,4,218215,11,10,4,12,3,4,0,0,40,39,1,0
34,4,152493,8,9,2,5,0,4,0,0,70,39,0,0
50,4,92968,9,9,4,12,1,4,0,0,32,39,1,0
50,4,136836,3,9,4,10,4,4,0,0,40,39,1,0
49,1,216453,15,11,2,4,4,2,0,0,45,39,1,0
30,4,115258,9,13,4,10,0,4,0,0,70,33,0,0
29,7,90692,11,14,2,10,0,1,0,0,10,36,0,0
22,4,347803,15,10,4,1,1,3,0,0,50,39,0,0
42,4,85995,11,9,2,4,0,4,0,0,50,32,0,0
49,0,167428,15,10,4,0,3,4,0,0,40,39,0,0
31,4,164569,15,4,0,8,4,4,0,0,48,39,1,0
42,6,308279,9,13,2,10,0,4,0,0,21,39,0,0
20,4,56322,15,10,4,8,3,4,0,0,20,39,0,0
51,0,177018,11,9,2,15,0,4,0,0,40,39,0,0
50,4,211654,0,6,2,3,0,4,0,0,40,39,0,1
27,5,120126,6,5,4,3,3,4,0,0,40,39,0,0
63,4,239043,1,7,4,8,1,4,0,0,40,39,0,0
61,0,103260,11,9,2,0,0,4,0,0,40,39,0,1
20,4,312017,15,10,4,11,3,4,0,0,40,11,0,0
51,4,257485,6,10,2,3,0,4,0,0,40,39,0,1
52,4,213412,11,9,2,7,2,4,0,0,40,39,0,0
33,4,229716,11,9,0,1,1,4,0,0,38,39,0,0
34,4,341672,9,13,2,1,4,1,0,0,60,19,0,0
24,4,32311,15,10,2,8,5,4,0,0,40,6,1,0
56,4,275236,11,13,2,7,1,4,0,0,40,39,0,0
40,4,400356,15,9,4,0,3,4,0,0,40,39,0,0
29,4,184596,1,7,2,1,0,4,3942,0,50,39,0,0
18,4,186909,11,12,4,12,2,4,1055,0,30,39,1,0
43,4,709445,15,10,2,6,0,2,0,0,50,39,0,0
43,4,261929,10,16,3,10,4,4,25236,0,40,39,0,1
52,4,136440,11,9,2,1,0,4,0,0,40,39,0,0
51,4,161691,11,9,2,1,5,4,0,0,40,39,1,0
20,0,173945,1,7,2,0,2,4,0,0,39,39,1,0
41,4,355918,15,10,2,14,0,4,0,0,65,39,0,1
21,7,198660,15,10,2,10,0,2,0,0,40,39,0,1
20,4,122649,11,9,4,4,2,4,0,0,40,39,1,0
28,4,421967,11,13,2,4,5,4,0,0,60,39,1,1
50,2,259377,12,14,2,10,1,4,15024,0,40,39,1,1
47,4,43910,9,13,0,3,0,4,0,0,40,39,0,0
80,6,34340,5,4,6,5,1,4,0,0,35,39,0,0
48,6,182752,11,9,2,8,5,4,0,0,40,20,1,0
19,0,48393,15,9,4,0,3,4,0,0,84,39,0,0
45,4,51838,15,9,6,12,0,4,0,0,50,39,0,0
17,4,187046,15,7,2,6,4,4,0,0,12,39,0,0
37,4,205852,11,9,2,3,0,4,0,0,50,39,0,0
27,4,146460,15,10,4,7,1,4,0,0,40,39,1,0
17,4,209650,2,9,4,8,3,4,0,0,16,39,0,0
18,6,132986,11,9,0,5,3,4,0,0,40,39,0,0
36,4,94429,11,9,2,6,4,4,0,0,40,39,0,0
26,4,252406,15,9,5,1,4,4,0,0,40,39,1,0
26,4,174592,12,14,4,4,3,4,0,0,40,39,1,0
36,6,151322,9,13,2,10,0,4,0,0,45,39,0,1
51,4,37237,11,9,2,5,0,4,0,0,80,39,0,1
38,4,101192,15,10,4,8,1,4,0,0,40,39,0,0
77,0,152900,4,3,2,0,0,4,3432,0,20,39,0,0
51,4,94081,11,9,4,3,1,4,0,0,40,39,0,1
24,4,329408,1,7,4,5,1,4,0,0,40,39,0,0
35,4,106028,11,9,0,5,5,4,0,0,40,39,0,0
43,0,164866,0,6,4,14,3,2,0,0,99,39,0,0
51,5,243357,9,13,4,4,0,4,15024,0,40,39,0,1
28,4,138692,9,13,2,4,0,4,0,0,40,39,0,1
37,4,173968,11,9,2,14,0,4,0,0,40,39,0,0
43,4,228320,11,9,2,4,1,4,0,0,40,39,0,0
36,4,96585,11,9,4,6,1,4,0,0,30,39,0,0
42,4,156580,9,13,2,12,5,4,0,0,40,33,1,0
58,4,210673,15,10,2,1,3,4,0,0,40,39,1,1
52,2,137753,11,11,2,8,4,2,0,0,60,39,1,0
29,4,201204,11,10,0,12,1,0,0,0,50,39,1,0
27,4,196044,15,10,2,3,0,4,0,0,60,39,0,0
28,4,192257,15,10,2,1,3,2,0,0,40,23,1,0
59,2,159008,7,12,2,1,1,4,7298,0,15,39,0,1
28,4,362491,11,9,4,6,3,4,7298,0,40,39,0,0
24,4,94395,15,3,4,0,1,4,0,0,40,39,0,0
20,4,320047,0,6,3,6,1,4,0,0,40,39,0,0
54,4,98535,9,13,2,4,0,4,0,0,40,39,0,1
65,4,183170,11,13,0,8,1,4,0,0,50,39,0,0
45,0,156580,15,10,4,0,3,4,0,0,30,39,0,0
38,4,195686,15,10,2,3,0,4,0,0,40,39,0,1
29,4,178244,11,9,2,7,0,4,0,0,40,39,0,0
27,4,127833,11,9,4,1,3,2,0,0,40,39,1,0
36,4,269722,12,14,2,8,1,4,0,0,45,39,0,0
55,4,136819,11,9,2,14,0,4,0,0,40,39,0,0
22,4,105908,4,3,4,8,1,4,0,0,30,26,0,0
28,4,132078,9,9,4,10,1,4,0,0,40,39,1,0
29,4,174201,15,10,0,12,3,4,0,0,30,39,1,0
24,4,196816,9,14,2,10,0,4,0,0,40,39,0,0
36,4,237943,12,11,5,4,0,4,15024,0,50,39,0,1
64,5,140852,11,9,2,12,0,4,0,0,40,39,0,0
26,6,105614,11,9,2,4,1,4,0,0,50,39,0,1
18,4,83492,8,4,4,7,3,4,0,0,40,39,0,0
50,4,225772,10,9,0,0,1,4,0,0,60,39,1,1
37,4,242713,2,8,5,9,4,2,0,0,40,39,1,0
60,4,355865,12,14,2,4,1,4,0,0,50,39,0,1
43,4,173316,15,10,2,12,3,4,0,0,40,30,0,0
43,5,35662,10,16,2,10,1,4,0,0,70,39,1,1
17,4,297246,1,7,4,9,1,4,0,0,9,39,1,0
43,4,108945,11,10,4,4,1,4,0,0,50,39,1,0
39,6,112158,15,10,2,12,0,2,0,0,26,0,0,0
21,6,57298,11,10,4,1,3,4,0,0,15,39,1,0
46,6,115323,15,16,4,12,1,4,0,0,7,39,0,0
39,6,164582,15,10,2,5,0,4,7298,0,60,39,0,1
56,4,295067,14,11,4,4,1,4,14084,0,45,39,0,1
21,4,111256,7,13,4,8,3,4,0,0,30,39,1,0
47,2,336543,7,13,2,11,0,1,0,0,40,39,0,1
26,6,52870,11,9,2,8,0,4,0,0,45,39,0,1
25,4,316820,5,13,4,12,3,4,4064,0,40,39,0,0
38,2,200153,7,12,4,10,1,4,0,0,40,39,0,0
59,4,453067,15,10,2,10,1,4,0,0,36,39,0,1
51,1,27166,11,9,2,13,0,4,0,0,40,39,0,0
19,4,299598,14,9,2,6,3,4,0,0,72,39,0,0
23,4,128798,11,9,4,7,1,4,0,0,40,39,1,0
31,4,345277,9,13,0,10,1,4,0,0,40,39,1,0
36,4,113147,7,12,2,10,0,2,0,0,40,39,0,0
30,4,34007,11,9,2,3,1,4,0,0,40,39,0,1
45,4,255014,9,10,4,3,0,1,0,0,55,39,0,1
36,4,152667,15,10,2,3,0,4,0,0,35,39,0,0
21,4,231053,11,9,4,0,3,4,0,0,30,39,0,0
29,4,132529,15,10,2,4,0,4,0,0,40,39,0,1
55,5,124137,15,10,2,15,0,4,0,0,40,39,0,1
30,4,198183,8,11,4,10,1,4,0,0,40,39,1,0
29,4,173611,11,13,2,7,0,4,3137,0,48,21,0,0
19,4,466458,15,10,4,3,3,4,0,0,20,39,1,0
45,6,37232,9,13,0,10,1,4,0,0,35,39,0,0
42,4,121308,1,13,2,8,0,1,0,0,72,30,0,1
32,4,290964,9,9,4,12,1,4,0,1590,40,0,1,0
90,6,282095,15,10,2,5,0,4,0,0,40,39,0,0
46,7,244974,9,13,2,11,0,4,0,0,44,39,0,1
34,6,114691,11,9,2,10,0,4,0,0,40,39,0,1
35,4,107160,2,8,5,8,1,4,0,0,30,39,1,0
39,6,142573,15,9,4,7,1,4,0,0,25,39,0,0
29,4,203833,9,13,4,7,1,2,0,0,40,39,0,0
24,4,102318,11,6,4,8,4,4,0,0,32,39,1,0
49,4,133729,10,10,6,8,0,4,0,0,17,39,0,0
52,6,135339,5,10,2,3,0,1,0,0,40,39,0,1
50,4,236396,11,13,4,4,0,1,15024,0,60,35,0,1
31,4,128591,6,5,0,14,1,4,0,0,25,39,0,0
44,4,133853,15,10,0,4,1,4,0,0,50,39,1,0
18,0,144122,15,10,4,0,3,4,0,0,30,39,1,0
27,6,243569,11,9,2,12,1,4,0,0,40,39,0,0
24,4,119156,11,9,4,6,3,4,0,0,40,39,0,0
30,4,391114,11,9,2,6,0,4,0,0,10,39,0,0
27,4,252506,15,10,0,4,3,4,0,0,40,39,1,0
48,4,117503,9,13,2,1,0,4,0,0,20,39,0,0
25,7,117833,15,10,2,1,5,4,0,0,19,39,1,0
35,4,264143,11,9,0,4,4,4,0,0,55,39,1,0
28,4,394927,15,10,2,13,0,4,0,0,55,39,0,1
51,6,183279,14,9,2,7,0,4,0,0,70,39,0,0
21,0,226696,11,9,2,0,2,4,0,0,35,39,1,0
33,4,96635,15,10,4,3,1,2,0,0,26,35,0,0
34,4,192283,8,11,4,1,3,4,0,0,38,39,1,0
29,4,184477,11,9,2,12,1,4,0,0,40,39,0,0
33,4,167474,10,6,2,6,1,4,0,0,40,39,0,0
37,4,110713,11,9,2,12,0,4,0,0,50,39,0,1
20,4,201204,11,9,0,3,3,4,0,0,40,39,0,0
24,4,197666,15,13,2,4,4,4,0,0,40,39,1,0
29,4,162002,5,9,4,8,1,4,0,0,35,39,1,0
31,4,263561,9,13,4,4,0,4,0,2246,35,39,0,1
41,4,179758,11,10,2,4,0,4,0,0,40,39,0,0
42,6,159269,15,10,2,3,0,4,0,0,40,39,0,0
53,4,144064,15,10,4,12,0,4,0,0,30,39,1,0
23,4,102318,6,13,5,3,4,4,0,0,40,39,0,0
55,4,90414,9,13,3,3,4,4,0,0,55,21,1,0
21,4,456460,11,9,2,4,0,4,0,0,32,39,0,0
52,4,23780,8,11,2,4,0,4,0,1977,45,39,0,1
19,4,285263,11,9,2,12,3,4,0,0,40,39,0,0
29,4,177331,11,11,2,3,0,2,0,0,40,39,0,0
22,4,43479,11,9,2,8,1,2,0,0,35,39,1,0
59,4,230039,11,9,3,4,4,4,0,625,38,39,1,0
17,0,210547,0,6,4,0,3,4,0,0,50,39,0,0
31,9,181613,2,8,4,8,3,4,0,0,32,39,0,0
74,6,104001,11,9,2,8,0,4,0,0,45,39,0,1
45,4,253116,0,6,0,8,4,2,0,0,40,39,1,0
38,4,169037,11,9,4,1,0,4,0,0,40,39,1,0
35,5,202027,15,10,0,4,1,4,0,0,60,39,0,0
32,4,170099,15,10,0,3,1,4,7298,0,41,39,0,0
42,7,212847,11,9,4,5,3,4,0,0,85,39,0,0
50,7,307392,12,13,0,10,4,4,0,0,40,39,1,0
39,4,187746,11,9,0,4,2,4,0,0,40,39,1,0
42,4,355728,15,10,5,14,1,4,0,1980,45,9,0,0
18,5,177995,3,15,6,4,4,4,0,0,56,26,0,1
24,4,309017,15,13,5,10,1,4,0,0,43,39,0,0
56,4,184598,11,5,2,14,0,4,0,0,99,39,0,0
27,4,27382,11,10,0,7,0,4,0,0,50,39,0,1
47,5,192894,9,13,2,4,0,4,0,0,45,39,0,1
40,6,284706,14,15,4,10,0,1,0,1977,60,39,0,1
27,4,179579,11,9,4,10,1,4,0,2282,40,39,0,0
27,4,171062,2,11,0,12,1,4,0,0,40,39,1,0
52,4,132973,11,9,2,1,4,4,0,0,40,39,1,0
22,4,159574,11,14,0,12,3,4,0,0,40,39,0,0
41,4,121718,1,10,4,0,0,4,0,0,40,22,0,0
30,4,255279,11,9,0,1,1,4,0,0,20,39,1,0
55,4,202559,9,13,2,8,2,1,0,0,40,30,0,0
25,4,112952,15,10,4,1,3,4,0,0,40,39,0,0
32,4,153326,11,13,2,10,2,4,0,0,40,39,0,0
28,4,75695,12,10,5,8,0,4,0,0,60,39,1,0
35,5,206609,11,9,2,12,0,4,0,0,50,39,0,0
17,4,234780,11,9,4,12,3,2,0,0,45,39,0,0
27,4,178778,11,9,2,14,3,4,0,0,40,39,0,0
55,4,171355,6,9,2,7,5,4,0,0,20,39,0,0
34,1,95680,15,10,2,13,0,4,0,0,18,39,0,1
39,4,196673,11,9,2,8,5,4,5013,0,35,39,1,0
34,1,73670,10,16,2,10,0,4,4386,0,52,39,0,1
67,6,139960,5,4,4,1,0,4,0,0,40,39,0,0
50,5,236242,9,10,2,4,0,4,0,0,72,0,0,0
27,4,112959,11,9,2,13,4,4,0,1594,26,42,1,0
54,4,421561,12,14,2,4,0,4,0,0,45,39,0,1
59,4,245196,0,6,2,14,0,4,0,0,40,39,0,1
18,4,27620,11,13,4,1,1,4,0,0,25,39,1,0
41,4,187570,11,9,0,3,3,4,0,0,20,39,0,0
31,4,102884,6,9,0,7,0,4,0,0,50,39,0,0
17,4,228399,1,7,0,8,0,4,0,0,7,39,1,0
42,4,340234,11,10,2,3,0,1,15024,0,40,39,0,1
37,4,112906,15,10,3,10,1,4,0,0,75,39,1,0
51,2,108435,11,9,0,3,1,4,0,0,40,39,0,0
48,4,161187,11,9,4,10,0,4,2463,0,40,39,1,0
56,4,278391,15,9,4,14,1,4,0,0,40,39,0,0
27,4,131425,8,11,2,12,3,4,0,0,45,39,0,0
20,4,182866,11,9,4,8,3,4,0,0,50,39,0,0
69,4,370888,15,10,0,1,3,4,3325,0,6,11,1,0
30,4,206512,9,13,4,4,1,4,0,0,44,39,0,0
33,4,171840,11,9,2,6,0,4,0,0,35,19,0,0
28,4,189346,11,9,4,6,3,4,0,0,48,39,0,0
45,4,234652,15,3,2,7,0,4,0,0,40,26,0,0
45,4,113436,15,10,4,1,1,4,0,0,38,39,0,0
40,4,365289,8,11,2,3,3,4,0,0,45,39,0,1
59,4,157305,13,1,4,1,1,2,0,0,40,6,0,0
26,4,104045,11,9,4,15,3,4,0,0,30,39,1,0
48,4,280422,15,10,5,8,1,4,0,0,25,29,1,0
64,1,173754,11,9,2,1,0,4,4508,0,40,39,0,0
38,4,211154,9,13,2,13,1,4,0,0,50,39,0,0
24,4,321435,9,13,4,1,1,4,0,0,40,39,0,0
61,7,177083,11,14,4,4,1,4,0,0,60,39,1,0
46,4,253116,12,14,3,1,1,4,0,0,70,39,0,1
35,6,177839,15,12,2,11,0,2,0,0,40,39,0,1
43,4,209894,11,9,2,1,0,4,0,0,40,39,1,1
27,4,334744,11,9,5,14,1,4,0,0,40,39,0,0
22,4,306967,8,10,4,1,1,4,0,0,40,39,1,0
35,4,52187,15,10,4,8,1,4,0,0,30,39,0,0
35,4,101978,11,9,5,1,0,4,0,0,50,39,0,0
35,7,138852,15,10,2,13,4,4,0,0,50,39,1,0
40,4,77357,14,15,2,10,0,4,0,0,25,39,0,1
50,6,149770,12,14,4,0,1,4,0,0,40,39,1,0
48,6,328606,14,15,0,10,4,4,0,0,63,39,0,1
70,0,172652,11,14,2,7,0,4,0,0,8,39,0,0
46,4,85074,9,9,0,4,1,4,13550,0,40,39,1,0
36,7,116608,11,9,0,1,4,4,0,0,38,39,1,0
37,7,348960,9,13,2,10,0,4,0,0,36,39,0,1
18,4,329530,6,5,2,12,0,4,0,0,45,26,0,0
47,2,93476,9,13,5,10,1,4,0,0,70,39,1,0
35,6,30424,11,9,0,3,1,4,0,0,50,39,0,0
43,4,125833,9,13,2,1,3,1,0,0,40,40,0,0
28,4,345122,1,7,4,8,3,4,0,0,20,39,0,0
54,4,311020,11,9,2,8,0,4,0,0,50,39,0,0
62,4,210464,15,9,4,8,2,4,0,0,38,39,1,0
51,9,264961,11,13,4,3,0,4,0,0,48,39,0,1
27,4,156266,6,5,2,5,0,0,0,0,14,39,0,0
36,4,154210,11,10,4,1,2,4,0,0,14,33,0,0
61,0,101722,9,9,4,0,4,4,4386,0,15,39,0,1
43,6,331481,15,13,0,3,1,4,0,1669,60,0,0,0
33,6,249249,4,3,2,3,0,4,0,1977,40,39,0,1
28,4,251508,3,2,4,7,1,4,0,0,40,39,1,0
61,4,239612,11,9,4,1,3,4,0,0,20,39,0,0
31,6,226696,8,11,2,11,0,4,0,0,60,39,0,1
26,4,186648,12,13,4,8,1,4,0,0,30,39,0,0
44,4,193755,0,13,0,4,1,4,0,0,40,39,0,1
73,4,192740,9,13,2,10,0,4,0,0,30,39,0,0
44,4,201924,9,13,0,4,4,4,0,0,35,39,1,0
27,4,77146,8,11,0,13,1,4,0,0,45,39,0,0
33,4,126414,9,13,5,11,5,4,0,1672,40,0,1,0
27,4,43652,9,13,4,1,1,4,0,0,40,39,1,0
47,1,227244,9,13,4,11,0,2,0,0,50,39,0,1
29,4,224632,11,9,2,3,0,4,0,0,45,39,0,1
33,4,287878,15,10,2,1,3,4,0,0,26,39,1,0
23,4,166758,15,10,0,1,4,4,0,0,15,39,1,0
49,4,183811,11,9,2,6,0,4,2829,0,40,39,0,0
36,6,254818,12,14,4,3,4,4,0,0,40,29,0,0
19,4,220517,15,10,4,0,3,4,0,0,37,39,1,0
43,4,295046,11,9,4,12,0,4,0,0,60,39,0,1
65,4,190568,11,9,6,1,1,4,0,810,36,39,1,0
37,7,307638,15,10,4,13,4,4,0,0,40,39,1,0
33,4,295621,9,13,2,10,0,2,0,0,25,6,0,1
32,4,204567,9,13,4,12,0,4,99999,0,25,39,0,1
28,4,204235,15,10,2,10,0,4,0,0,40,39,0,1
49,4,186982,15,8,5,4,1,4,0,0,45,39,1,1
43,4,133586,11,9,2,11,3,4,0,0,45,39,0,0
38,4,165930,15,10,0,4,0,4,0,0,50,39,0,0
37,4,164898,15,13,2,3,0,4,0,0,52,39,0,0
24,4,194141,15,10,4,7,1,4,0,0,30,39,0,0
27,6,115705,15,10,4,5,1,4,0,0,50,39,0,0
25,4,187119,6,10,2,1,4,1,0,0,40,39,1,0
58,4,185127,11,9,2,12,0,4,0,0,50,39,0,0
46,4,97176,11,9,2,14,0,4,0,0,35,39,0,0
44,5,165815,11,14,2,14,0,4,0,0,96,39,0,0
22,4,102420,9,13,4,12,0,1,0,0,40,35,1,0
46,4,174714,7,12,2,11,0,4,0,0,49,39,0,1
35,4,105936,15,10,4,4,4,4,0,0,40,39,0,0
38,4,159075,15,10,2,8,0,1,0,0,40,39,0,0
22,7,190625,9,13,2,12,3,4,0,0,20,39,0,0
33,4,203488,2,10,4,12,1,4,0,0,40,39,0,0
33,4,238355,7,12,0,3,1,1,0,0,45,39,0,0
31,2,351161,11,9,0,11,0,4,0,0,41,39,0,1
26,6,194608,12,10,4,12,1,4,2202,0,4,26,1,0
62,4,77373,11,10,2,8,1,4,0,0,38,39,0,0
27,4,410351,11,9,2,10,1,4,0,0,40,39,0,0
34,4,36385,12,14,2,10,0,4,0,0,50,39,0,1
64,4,110150,11,9,2,11,0,4,0,0,40,39,0,0
43,4,198316,15,10,2,6,0,4,0,0,40,39,0,0
39,4,127772,11,9,2,3,4,4,0,0,40,39,0,0
47,2,199058,14,12,4,10,1,4,0,0,40,39,0,1
56,4,285730,12,14,4,10,1,4,0,0,66,39,0,0
25,2,334133,12,14,4,10,3,4,0,0,20,39,0,0
60,7,96732,9,13,2,4,1,4,0,0,35,39,1,0
52,4,67090,11,9,2,4,0,4,0,0,44,39,0,0
44,4,397963,11,9,0,6,0,4,594,0,16,39,0,0
46,4,182533,9,13,2,1,4,1,0,0,40,30,1,0
19,4,560804,15,9,4,3,3,4,0,0,30,39,1,0
56,4,365050,5,4,4,5,4,2,0,0,20,39,1,0
22,4,143392,9,13,4,3,0,4,0,0,40,39,0,0
28,4,159191,1,7,4,3,1,4,0,0,40,0,0,0
24,0,116751,4,9,5,12,4,2,0,0,30,33,1,0
25,4,109282,15,10,0,10,1,4,0,0,40,39,0,0
31,4,103435,9,13,2,3,0,4,0,0,50,39,0,1
22,4,172022,11,9,4,8,3,4,0,0,16,39,1,0
39,4,137522,11,9,2,7,0,1,0,0,25,0,0,1
27,7,286789,9,13,2,4,0,4,0,0,40,39,0,1
28,6,296453,1,10,4,3,1,4,0,0,40,39,0,0
67,4,192916,11,9,4,0,0,4,0,0,11,39,0,0
31,4,219318,11,9,4,1,0,4,0,0,35,33,1,0
46,4,291529,9,13,2,12,0,4,0,0,40,39,0,0
34,4,36069,11,9,2,3,0,4,0,0,60,33,0,0
48,4,178764,11,10,2,1,5,4,0,0,40,11,1,1
49,4,59829,9,13,0,1,1,4,0,0,40,39,1,0
67,4,172962,15,9,2,12,0,4,0,0,40,39,0,0
44,4,44006,8,10,0,12,1,4,0,0,40,39,0,0
20,4,234474,10,10,4,12,3,2,0,0,10,39,1,0
25,4,212826,11,13,2,7,0,4,0,0,40,39,0,0
62,4,487330,15,10,2,10,0,4,0,0,40,39,0,0
22,1,200700,7,13,2,5,0,2,0,0,40,39,0,0
59,6,41258,8,13,2,1,0,4,0,0,50,39,0,0
51,4,249644,15,9,0,3,1,4,20051,0,48,39,0,1
60,0,230165,9,13,2,0,0,2,0,0,40,39,0,0
29,5,351731,15,10,5,10,0,4,0,0,40,39,0,0
37,4,114765,15,10,4,7,1,4,0,0,40,39,1,0
42,4,349884,0,6,2,3,0,4,0,0,35,39,0,0
37,5,204247,9,13,2,1,0,4,0,0,50,39,0,1
34,4,143392,11,9,4,12,3,4,0,0,40,39,1,0
53,6,104045,15,13,0,4,0,4,0,0,10,22,0,1
22,4,167457,9,13,4,1,3,2,0,1902,24,39,0,0
27,4,207611,11,9,4,8,1,4,0,0,52,39,1,0
45,7,319666,6,15,0,10,4,4,0,0,43,39,1,0
31,4,226500,4,9,0,1,4,2,0,0,38,39,1,0
25,4,117833,9,13,4,10,1,4,0,0,35,39,1,0
39,0,447079,11,9,4,0,1,4,0,0,15,39,0,0
24,5,142404,9,13,2,5,0,4,0,0,30,39,0,1
18,4,155752,11,9,4,7,1,4,0,0,40,39,1,0
19,5,411587,11,9,2,0,3,4,0,0,40,26,0,0
23,4,111450,2,8,4,8,5,2,0,0,50,39,0,0
20,4,528616,4,6,4,7,2,4,0,0,40,39,0,0
17,6,228786,0,6,4,8,3,4,0,0,24,39,1,0
63,5,80572,9,13,2,5,0,2,0,0,40,39,0,1
28,2,180271,15,13,2,6,0,4,0,0,65,39,0,1
51,1,237819,9,13,0,10,0,4,0,0,50,39,0,1
29,4,157612,9,13,4,12,1,4,3325,0,70,39,1,0
64,4,379062,15,10,6,1,0,4,0,0,12,39,1,0
17,4,191910,0,6,0,8,0,4,0,0,25,39,0,0
18,2,326064,7,10,0,3,4,2,6497,0,35,39,1,0
18,4,312353,2,13,4,8,0,2,0,0,20,39,0,0
25,2,213307,11,9,2,1,0,4,0,0,50,39,1,0
48,6,174575,15,10,3,12,3,4,0,0,50,39,0,1
41,4,340148,15,10,4,10,1,4,0,0,45,39,1,0
65,4,154171,14,15,0,10,0,4,20051,0,60,39,0,1
27,4,280519,8,11,2,7,1,4,0,0,40,39,0,0
45,4,119098,8,11,0,4,0,4,0,0,40,39,0,0
51,6,388496,15,10,0,3,1,4,0,0,40,33,0,1
49,4,181363,12,14,2,4,0,4,0,0,45,39,0,1
58,4,336274,11,9,0,0,4,4,0,2377,40,39,0,0
36,4,148121,8,10,2,12,0,4,0,1902,45,39,0,1
25,4,485496,11,9,4,12,1,2,0,0,40,39,1,0
41,4,144351,15,10,4,1,4,2,0,0,37,39,1,0
31,4,118551,6,12,0,1,1,4,0,0,40,39,1,0
63,4,180911,1,9,2,11,0,4,4386,0,37,39,0,1
50,7,242517,9,13,0,4,0,4,0,0,40,39,1,0
63,4,298113,15,14,0,8,1,4,0,0,40,39,0,0
44,6,277783,12,14,4,5,3,4,0,0,45,39,0,0
48,4,155862,11,9,0,14,1,4,0,0,65,39,0,0
51,6,171924,15,10,2,12,0,4,0,0,50,39,0,0
18,4,243900,11,16,4,1,3,4,0,0,15,39,1,0
23,2,243605,14,10,4,8,3,4,0,0,25,39,0,0
31,4,356882,11,9,2,8,0,4,5013,0,40,39,0,0
38,4,49020,12,9,2,3,0,4,0,0,40,39,0,0
19,0,105460,15,8,4,0,3,4,0,0,40,9,0,0
56,4,157749,15,10,2,5,3,4,0,0,40,39,0,1
31,4,131568,5,4,0,3,4,4,0,0,20,39,0,0
38,4,332355,15,10,2,1,4,4,0,0,40,39,0,0
37,4,204501,12,14,2,4,0,4,0,0,50,39,0,1
56,2,305767,11,9,2,8,0,4,0,0,60,3,0,0
25,4,129761,11,9,4,4,4,4,0,0,40,39,1,0
42,5,130126,9,14,2,1,0,4,0,1977,40,39,0,1
53,1,107584,11,9,2,4,0,4,0,0,40,39,0,1
18,4,160984,1,7,4,8,1,4,0,0,35,39,1,0
21,0,255282,1,7,2,0,3,2,0,0,40,39,0,0
19,0,346341,15,10,4,0,1,4,0,0,40,39,1,0
27,4,285897,9,10,2,4,0,4,0,1848,25,39,0,1
31,4,356689,9,13,4,5,1,4,0,0,40,39,0,0
52,1,192386,11,14,2,4,0,4,5013,0,40,39,0,0
46,4,394860,11,8,2,8,0,4,0,0,52,39,0,0
30,4,113129,15,10,4,6,1,4,0,0,40,39,0,0
26,4,55929,9,13,4,8,1,4,0,0,40,39,1,0
48,2,177018,12,9,2,10,0,4,0,0,50,39,0,1
37,4,181974,15,10,2,3,5,4,0,0,40,39,0,1
29,4,309463,6,9,2,3,4,4,0,0,40,39,0,0
49,4,165468,11,9,2,4,0,4,7688,0,55,39,0,1
24,4,49218,11,9,0,8,1,4,0,0,40,39,0,0
74,6,119129,11,10,2,12,5,4,0,2149,20,39,0,0
18,6,162130,4,3,2,4,0,4,0,1887,67,39,0,1
20,1,129573,9,13,4,1,1,4,0,1741,40,39,0,0
45,4,306850,11,9,4,14,3,4,0,0,40,39,0,0
29,4,135296,8,13,4,4,1,4,0,0,24,39,1,1
43,6,187322,11,9,2,8,3,1,0,0,45,39,0,0
23,4,55674,9,13,4,11,1,4,2907,0,40,39,1,0
26,4,148298,11,9,4,4,1,4,0,0,50,39,1,0
47,4,34845,1,9,2,1,0,4,0,0,60,39,0,0
41,4,219086,11,9,2,7,0,4,0,0,55,39,0,0
45,4,191858,11,9,2,7,0,4,0,0,45,39,0,1
30,4,425528,11,9,4,11,3,4,0,0,70,39,0,0
55,4,151790,9,10,2,4,1,4,7688,0,20,39,1,1
42,4,125856,11,9,4,10,0,2,0,0,40,39,0,0
